"Timestamp","Full Name ","College Email ","Personal Email id ","Current Year of study","Course","Branch","Passout Year ","HSM (Humanities & Management) subjects you have taken (if any)  ","PEC (Program Elective) subjects you have taken (if any)","MDM (Multidisciplinary Minor) courses you have taken (if any)","CC / LLC (Co-curricular) courses you have taken (if any)","Skills (Select upto 8)","Interests (Select top 3)","No of Projects Built","Project Details (Eg. Project 1. ToDo List App- React, Node.js, JS)","Anything you want to share ? (Carrer goals, Achievements)",""
"2026/04/10 01:07:09 AM GMT+5:30","Aarav Jadhav","aarav.jadhav25891@spit.ac.in","aaravjadhav8065@gmail.com","1st year","B.Tech","Computer Engineering","2029","Psychology","Artificial Intelligence","-","Theatre","MongoDB;DevOps;SQL","AI/ML;Data Science;App development;Competitive Programming","1-3","Project 1: Resume screening assistant - Spring Boot, MySQL","Planning to explore cybersecurity competitions this year.","Career guidance"
"2026/04/16 02:07:12 AM GMT+5:30","Vedant Mathpati","vedant.mathpati25387@spit.ac.in","vedantmathpati2758@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Economics","Software Testing","Banking Technology","N/A","IOT;C++;JavaScript;Deep learning;Machine Learning;Java","AI/ML;CyberSecurity;Data Science;DevOps;Blockchain","1-3","Project 1: Canteen preorder system - React Native, Firebase | Project 2: Threat detection prototype - Django, PostgreSQL","NA","NA"
"2026/04/14 10:22:21 AM GMT+5:30","Vedant Pawar","vedant.pawar25415@spit.ac.in","vedantpawar6822@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Economics","Software Testing","UI/UX","Yoga","MongoDB;Deep learning;Java","DevOps;CyberSecurity;Blockchain","3-8","Project 1: Portfolio website - Django, PostgreSQL | Project 2: Library recommender - React Native, Firebase | Project 3: Community event app - Next.js, Express | Project 4: Portfolio website - Next.js, Express","Aiming for strong backend and system design skills.","Interview prep"
"2026/04/08 10:50:51 PM GMT+5:30","Aarav Rane","aarav.rane25268@spit.ac.in","aaravrane9929@proton.me","1st year","B.Tech","Computer Engineering","2029","-","Software Testing","NA","Abhyudaya Mentoring","C++;Machine Learning;Python;MongoDB;Java;App / Web development;JavaScript","CyberSecurity;DevOps;Blockchain;AI/ML;Data Science","3-8","Project 1: Campus navigation app - React, Node.js, MongoDB | Project 2: Community event app - Django, PostgreSQL | Project 3: Portfolio website - Spring Boot, MySQL | Project 4: Canteen preorder system - Next.js, Express","Focused on building impactful AI projects and research exposure.","Interview prep"
"2026/04/21 06:17:10 AM GMT+5:30","Ananya Jadhav","ananya.jadhav25793@spit.ac.in","ananyajadhav6855@proton.me","1st year","B.Tech","Computer Engineering","2029","Ethics","NA","N/A","Design Thinking","SQL;Deep learning;Python","Data Science;Web Development;UI/UX design","1-3","Project 1: Exam prep planner - Python, Flask, SQLite","Preparing for product-based company placements.","System design"
"2026/04/16 11:23:42 PM GMT+5:30","Sana Jadhav","sana.jadhav25351@spit.ac.in","sanajadhav496@outlook.com","1st year","B.Tech","Computer Engineering","2029","Economics","N/A","UI/UX","-","C;MongoDB;Deep learning;Machine Learning;JavaScript;SQL;App / Web development;Cybersecurity;Java","DevOps;UI/UX design;AI/ML;Competitive Programming;Blockchain","1-3","Project 1: Exam prep planner - Python, Flask, SQLite | Project 2: Community event app - React Native, Firebase","Preparing for product-based company placements.","Project planning"
"2026/04/18 06:06:50 AM GMT+5:30","Mihika Rane","mihika.rane23027@spit.ac.in","mihikarane9871@gmail.com","3rd year","B.Tech","Computer Engineering","2027","Ethics","NA","IOT","NA","Python;C;App / Web development;React;Cybersecurity;DevOps;Deep learning;MongoDB","UI/UX design;Competitive Programming;App development;CyberSecurity;Data Science","8-15","Project 1: Library recommender - Django, PostgreSQL | Project 2: Campus navigation app - Python, Flask, SQLite | Project 3: Hostel issue tracker - React Native, Firebase | Project 4: Community event app - Next.js, Express | Project 5: Campus navigation app - Next.js, Express","Preparing for product-based company placements.","Machine Learning"
"2026/04/12 04:32:53 PM GMT+5:30","Sarthak Patil","sarthak.patil23131@spit.ac.in","sarthakpatil8168@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","NA","NA","Entrepreneurship","NA","Python;IOT;Java;App / Web development","App development;Blockchain;Data Science;UI/UX design;Web Development","3-8","Project 1: Portfolio website - React Native, Firebase | Project 2: Canteen preorder system - Spring Boot, MySQL","Planning to explore cybersecurity competitions this year.","System design"
"2026/04/21 12:08:57 AM GMT+5:30","Pranav Anand","pranav.anand23955@spit.ac.in","pranavanand9446@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","Ethics","Software Testing","NA","Abhyudaya Mentoring","JavaScript;C++;IOT;Cybersecurity","App development;UI/UX design;Competitive Programming","3-8","Project 1: Exam prep planner - Next.js, Express | Project 2: Campus navigation app - Django, PostgreSQL | Project 3: Portfolio website - Spring Boot, MySQL | Project 4: Portfolio website - React Native, Firebase","Interested in full-stack development and scalable systems.","-"
"2026/04/07 11:05:26 PM GMT+5:30","Vedant Rane","vedant.rane25533@spit.ac.in","vedantrane9866@outlook.com","1st year","B.Tech","Computer Engineering","2029","N/A","N/A","Banking Technology","N/A","DevOps;App / Web development;IOT;C","UI/UX design;CyberSecurity;Competitive Programming;Blockchain;Web Development","1-3","Project 1: Library recommender - Django, PostgreSQL | Project 2: Student engagement dashboard - Next.js, Express","Focused on building impactful AI projects and research exposure.","N/A"
"2026/04/14 09:14:40 PM GMT+5:30","Yash Patil","yash.patil25946@spit.ac.in","yashpatil2943@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Ethics","Software Testing","Banking Technology","Abhyudaya Mentoring","SQL;React;MongoDB;DevOps;C++;Machine Learning;JavaScript;Java","Data Science;DevOps;Web Development;App development;AI/ML","3-8","Project 1: Smart attendance tracker - Next.js, Express | Project 2: Canteen preorder system - React Native, Firebase | Project 3: Community event app - Spring Boot, MySQL | Project 4: Resume screening assistant - Spring Boot, MySQL","Trying to balance academics, projects, and hackathons better.","Web Development"
"2026/04/21 08:08:55 PM GMT+5:30","Aarav Salvi","aarav.salvi25744@spit.ac.in","aaravsalvi9441@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","Sociology","Cyber Security","Banking Technology","AOL","Java;C;C++;Machine Learning;React;MongoDB","DevOps;Data Science;Web Development","1-3","Project 1: Exam prep planner - React Native, Firebase","Trying to balance academics, projects, and hackathons better.","DSA"
"2026/04/20 05:21:39 PM GMT+5:30","Aditya Mehta","aditya.mehta25886@spit.ac.in","adityamehta6270@yahoo.com","1st year","B.Tech","Computer Science and Engineering","2029","NA","NA","UI/UX","-","SQL;JavaScript;DevOps;C++;Deep learning;Java;MongoDB","DevOps;CyberSecurity;Competitive Programming;App development","3-8","Project 1: Portfolio website - React, Node.js, MongoDB | Project 2: Library recommender - Django, PostgreSQL","Want to contribute to open-source and improve DSA consistency.","Data analytics"
"2026/04/10 09:51:23 AM GMT+5:30","Aditya Kadam","aditya.kadam23858@spit.ac.in","adityakadam9590@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","NA","Artificial Intelligence","-","NA","C;Java;Deep learning","AI/ML;App development;CyberSecurity","3-8","Project 1: Smart attendance tracker - React, Node.js, MongoDB | Project 2: Campus navigation app - Django, PostgreSQL | Project 3: Canteen preorder system - Python, Flask, SQLite","-","NA"
"2026/04/12 11:17:54 PM GMT+5:30","Tanish Mehta","tanish.mehta23144@spit.ac.in","tanishmehta9464@proton.me","3rd year","B.Tech","Computer Engineering","2027","Professional Communication","Cloud Computing","NA","Yoga","Java;JavaScript;Python;IOT","Blockchain;Data Science;CyberSecurity;AI/ML;UI/UX design","3-8","Project 1: Library recommender - Django, PostgreSQL | Project 2: Hostel issue tracker - React, Node.js, MongoDB","Looking for mentorship in career direction and project depth.","Interview prep"
"2026/04/20 03:45:00 PM GMT+5:30","Aditi Rane","aditi.rane25549@spit.ac.in","aditirane3348@gmail.com","1st year","B.Tech","Computer Engineering","2029","-","Software Testing","NA","Design Thinking","React;Cybersecurity;MongoDB;DevOps","Data Science;App development;AI/ML","3-8","Project 1: Threat detection prototype - React, Node.js, MongoDB | Project 2: Community event app - Django, PostgreSQL","-","System design"
"2026/04/10 06:27:20 PM GMT+5:30","Yash Kale","yash.kale25011@spit.ac.in","yashkale1614@proton.me","1st year","B.Tech","Computer Engineering","2029","Economics","NA","Banking Technology","Sports","SQL;C++;Machine Learning;React;Deep learning;JavaScript;DevOps;IOT;C","AI/ML;UI/UX design;DevOps","3-8","Project 1: Doubt solving forum - Python, Flask, SQLite | Project 2: Library recommender - Next.js, Express | Project 3: Threat detection prototype - Django, PostgreSQL","Interested in full-stack development and scalable systems.","Interview prep"
"2026/04/06 03:47:45 PM GMT+5:30","Ishita Rane","ishita.rane25147@spit.ac.in","ishitarane6216@yahoo.com","1st year","B.Tech","Computer Engineering","2029","NA","Cloud Computing","Banking Technology","Abhyudaya Mentoring","SQL;React;IOT;Machine Learning","CyberSecurity;DevOps;Blockchain;UI/UX design","1-3","Project 1: Canteen preorder system - Next.js, Express","Interested in internships where I can work on real products.","Interview prep"
"2026/04/07 10:16:27 AM GMT+5:30","Yash Jadhav","yash.jadhav23170@spit.ac.in","yashjadhav9435@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","NA","Entrepreneurship","Design Thinking","App / Web development;IOT;Machine Learning;C++;MongoDB;C;Python","Web Development;DevOps;UI/UX design;CyberSecurity;AI/ML","1-3","Project 1: Library recommender - Next.js, Express","Looking for mentorship in career direction and project depth.","Data analytics"
"2026/04/08 02:39:49 PM GMT+5:30","Sarthak Anand","sarthak.anand22180@spit.ac.in","sarthakanand1240@yahoo.com","4th year","B.Tech","Computer Science and Engineering","2026","Professional Communication","NLP / DL","NA","Fire safety","IOT;Machine Learning;C++;JavaScript","Competitive Programming;CyberSecurity;AI/ML;App development","8-15","Project 1: Library recommender - Next.js, Express | Project 2: Resume screening assistant - React Native, Firebase | Project 3: Exam prep planner - Python, Flask, SQLite | Project 4: Community event app - Django, PostgreSQL","Aiming for strong backend and system design skills.","NA"
"2026/04/13 11:31:48 PM GMT+5:30","Aarav Salvi","aarav.salvi24912@spit.ac.in","aaravsalvi3060@proton.me","2nd year","B.Tech","Computer Engineering","2028","N/A","-","Banking Technology","-","Python;SQL;MongoDB;React;JavaScript","DevOps;AI/ML;CyberSecurity;Competitive Programming","1-3","Project 1: Student engagement dashboard - Next.js, Express","N/A","-"
"2026/04/09 06:23:19 AM GMT+5:30","Mihika Deshpande","mihika.deshpande25762@spit.ac.in","mihikadeshpande5436@gmail.com","1st year","B.Tech","Computer Engineering","2029","N/A","Software Testing","UI/UX","NA","Java;React;MongoDB;Machine Learning;DevOps;IOT;C++;C","AI/ML;Blockchain;Competitive Programming","1-3","Project 1: Community event app - Spring Boot, MySQL","Aiming for strong backend and system design skills.","Project planning"
"2026/04/20 08:47:08 AM GMT+5:30","Neha Pawar","neha.pawar24085@spit.ac.in","nehapawar7037@outlook.com","2nd year","B.Tech","Computer Engineering","2028","Sociology","NA","IOT","Theatre","Python;SQL;DevOps;C++;Machine Learning;Java","AI/ML;Data Science;Web Development","1-3","Project 1: Hostel issue tracker - React, Node.js, MongoDB","Planning to explore cybersecurity competitions this year.","DSA"
"2026/04/13 12:50:16 PM GMT+5:30","Aditi Kadam","aditi.kadam24314@spit.ac.in","aditikadam3801@outlook.com","2nd year","B.Tech","Computer Engineering","2028","Economics","Data Analytics","N/A","Fire safety","DevOps;MongoDB;Python;React;C","Web Development;Blockchain;Competitive Programming","1-3","Project 1: Exam prep planner - Python, Flask, SQLite | Project 2: Student engagement dashboard - Python, Flask, SQLite","NA","Web Development"
"2026/04/14 03:02:47 AM GMT+5:30","Aarav Iyer","aarav.iyer25789@spit.ac.in","aaraviyer2144@yahoo.com","1st year","B.Tech","Computer Engineering","2029","NA","Software Testing","Financial Literacy","Theatre","Deep learning;MongoDB;C++;DevOps","App development;Web Development;CyberSecurity","1-3","Project 1: Exam prep planner - Next.js, Express","Trying to balance academics, projects, and hackathons better.","System design"
"2026/04/08 11:28:03 AM GMT+5:30","Krish Iyer","krish.iyer24739@spit.ac.in","krishiyer2527@gmail.com","2nd year","B.Tech","Computer Engineering","2028","Sociology","-","IOT","NA","MongoDB;C++;SQL","Blockchain;Web Development;App development;CyberSecurity","1-3","Project 1: Library recommender - Spring Boot, MySQL | Project 2: Canteen preorder system - React, Node.js, MongoDB","-","Machine Learning"
"2026/04/19 12:40:45 AM GMT+5:30","Aditya Joshi","aditya.joshi25449@spit.ac.in","adityajoshi8354@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Economics","NA","Banking Technology","Yoga","Machine Learning;SQL;IOT;DevOps;JavaScript;Deep learning;Python;Java;React","Blockchain;App development;Competitive Programming;DevOps","3-8","Project 1: Threat detection prototype - Spring Boot, MySQL | Project 2: Canteen preorder system - React, Node.js, MongoDB","Want to contribute to open-source and improve DSA consistency.","Web Development"
"2026/04/21 02:51:48 AM GMT+5:30","Yash Kulkarni","yash.kulkarni25548@spit.ac.in","yashkulkarni1913@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","Ethics","Cloud Computing","NA","Sports","Deep learning;JavaScript;React;C;App / Web development;DevOps","CyberSecurity;AI/ML;Competitive Programming","1-3","Project 1: Threat detection prototype - Next.js, Express","-","Interview prep"
"2026/04/10 07:47:28 AM GMT+5:30","Krish Mehta","krish.mehta25226@spit.ac.in","krishmehta5322@yahoo.com","1st year","B.Tech","Computer Science and Engineering","2029","Professional Communication","NA","Banking Technology","Abhyudaya Mentoring","C++;SQL;Java;Cybersecurity;DevOps;Deep learning","Competitive Programming;AI/ML;UI/UX design","1-3","Project 1: Smart attendance tracker - Python, Flask, SQLite | Project 2: Doubt solving forum - Spring Boot, MySQL","Preparing for product-based company placements.","NA"
"2026/04/05 03:52:02 PM GMT+5:30","Mihika Nair","mihika.nair25742@spit.ac.in","mihikanair8640@outlook.com","1st year","B.Tech","Computer Engineering","2029","N/A","NA","NA","Design Thinking","JavaScript;Java;App / Web development","Web Development;Blockchain;DevOps;Competitive Programming;CyberSecurity","1-3","Project 1: Library recommender - React, Node.js, MongoDB | Project 2: Exam prep planner - Spring Boot, MySQL","Trying to balance academics, projects, and hackathons better.","Career guidance"
"2026/04/05 09:21:16 PM GMT+5:30","Tanish Kale","tanish.kale25643@spit.ac.in","tanishkale8916@gmail.com","1st year","B.Tech","Computer Engineering","2029","N/A","NLP / DL","NA","Yoga","Java;React;App / Web development;JavaScript;Python;MongoDB","App development;Competitive Programming;Blockchain;Web Development;DevOps","1-3","Project 1: Canteen preorder system - Python, Flask, SQLite","Interested in internships where I can work on real products.","System design"
"2026/04/19 10:17:56 PM GMT+5:30","Ishita Joshi","ishita.joshi23439@spit.ac.in","ishitajoshi8701@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","Sociology","Artificial Intelligence","N/A","Fire safety","SQL;App / Web development;React;JavaScript;C++","AI/ML;Blockchain;Competitive Programming","1-3","Project 1: Hostel issue tracker - React Native, Firebase","Trying to balance academics, projects, and hackathons better.","System design"
"2026/04/13 03:00:53 AM GMT+5:30","Ishita Joshi","ishita.joshi23786@spit.ac.in","ishitajoshi6318@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","Economics","Software Testing","Financial Literacy","-","MongoDB;IOT;Machine Learning;SQL","Blockchain;Competitive Programming;CyberSecurity;DevOps;App development","1-3","Project 1: Campus navigation app - Django, PostgreSQL | Project 2: Library recommender - React Native, Firebase","Looking for mentorship in career direction and project depth.","Machine Learning"
"2026/04/08 01:10:14 AM GMT+5:30","Aarav Salvi","aarav.salvi25572@spit.ac.in","aaravsalvi7774@outlook.com","1st year","B.Tech","Computer Engineering","2029","Psychology","Cloud Computing","NA","Abhyudaya Mentoring","Python;C;DevOps;Java;C++;App / Web development;MongoDB;React;Cybersecurity","DevOps;UI/UX design;Web Development;Competitive Programming;Blockchain","8-15","Project 1: Resume screening assistant - React, Node.js, MongoDB | Project 2: Student engagement dashboard - Django, PostgreSQL | Project 3: Doubt solving forum - React, Node.js, MongoDB | Project 4: Doubt solving forum - Python, Flask, SQLite | Project 5: Doubt solving forum - React, Node.js, MongoDB | Project 6: Exam prep planner - React, Node.js, MongoDB","Aiming for strong backend and system design skills.","NA"
"2026/04/21 12:39:02 AM GMT+5:30","Neha Pawar","neha.pawar25422@spit.ac.in","nehapawar5536@proton.me","1st year","B.Tech","Computer Engineering","2029","NA","-","UI/UX","Design Thinking","MongoDB;IOT;App / Web development","Blockchain;CyberSecurity;Competitive Programming;DevOps","1-3","Project 1: Library recommender - Spring Boot, MySQL | Project 2: Hostel issue tracker - Spring Boot, MySQL","Planning to explore cybersecurity competitions this year.","NA"
"2026/04/16 05:53:01 PM GMT+5:30","Vivaan Anand","vivaan.anand23402@spit.ac.in","vivaananand3019@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","-","Cyber Security","N/A","NA","C++;React;Deep learning","Web Development;Data Science;AI/ML;App development","3-8","Project 1: Campus navigation app - React, Node.js, MongoDB | Project 2: Exam prep planner - Django, PostgreSQL | Project 3: Smart attendance tracker - Python, Flask, SQLite | Project 4: Exam prep planner - Django, PostgreSQL","Focused on building impactful AI projects and research exposure.","NA"
"2026/04/12 08:46:31 PM GMT+5:30","Rohit Patil","rohit.patil22050@spit.ac.in","rohitpatil5164@gmail.com","4th year","B.Tech","Computer Engineering","2026","Psychology","N/A","N/A","Fire safety","App / Web development;C++;React;MongoDB;Machine Learning;Cybersecurity;Java;C","DevOps;Competitive Programming;CyberSecurity;Web Development;AI/ML","3-8","Project 1: Doubt solving forum - Next.js, Express | Project 2: Student engagement dashboard - React, Node.js, MongoDB","Interested in internships where I can work on real products.","Machine Learning"
"2026/04/16 05:40:34 AM GMT+5:30","Riya Kadam","riya.kadam23529@spit.ac.in","riyakadam9983@yahoo.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","Data Analytics","-","Abhyudaya Mentoring","Deep learning;C++;Java;IOT;SQL;Cybersecurity;C","CyberSecurity;App development;Data Science","3-8","Project 1: Student engagement dashboard - Python, Flask, SQLite | Project 2: Doubt solving forum - Python, Flask, SQLite","-","Project planning"
"2026/04/08 09:12:56 AM GMT+5:30","Rohit Kale","rohit.kale25782@spit.ac.in","rohitkale7252@outlook.com","1st year","B.Tech","Computer Science and Engineering","2029","Professional Communication","Cloud Computing","Entrepreneurship","Design Thinking","IOT;Deep learning;React;DevOps;C++;MongoDB;SQL","Web Development;Blockchain;UI/UX design;App development","1-3","Project 1: Doubt solving forum - React, Node.js, MongoDB","Planning to explore cybersecurity competitions this year.","Interview prep"
"2026/04/08 12:33:59 AM GMT+5:30","Vedant Mehta","vedant.mehta25480@spit.ac.in","vedantmehta8777@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","NA","Cyber Security","Banking Technology","AOL","SQL;Python;DevOps;IOT;C++;JavaScript;App / Web development","Blockchain;AI/ML;Data Science","1-3","Project 1: Community event app - Spring Boot, MySQL","Working on communication and leadership along with tech skills.","N/A"
"2026/04/11 11:50:31 AM GMT+5:30","Krish Shah","krish.shah23976@spit.ac.in","krishshah6939@yahoo.com","3rd year","B.Tech","Information Technology","2027","NA","NA","IOT","NA","Python;App / Web development;JavaScript;Java;C;C++;MongoDB","CyberSecurity;AI/ML;App development;Competitive Programming","1-3","Project 1: Student engagement dashboard - React Native, Firebase | Project 2: Threat detection prototype - Next.js, Express","Want to contribute to open-source and improve DSA consistency.","Interview prep"
"2026/04/13 05:35:16 AM GMT+5:30","Suraj Kulkarni","suraj.kulkarni23080@spit.ac.in","surajkulkarni9487@outlook.com","3rd year","B.Tech","Computer Engineering","2027","NA","Software Testing","NA","N/A","SQL;React;C++;App / Web development","CyberSecurity;Web Development;Data Science;App development","1-3","Project 1: Community event app - Django, PostgreSQL | Project 2: Campus navigation app - React, Node.js, MongoDB","Focused on building impactful AI projects and research exposure.","Machine Learning"
"2026/04/14 08:41:23 AM GMT+5:30","Vedant Kulkarni","vedant.kulkarni24976@spit.ac.in","vedantkulkarni3141@gmail.com","2nd year","B.Tech","Computer Engineering","2028","N/A","Data Analytics","UI/UX","NA","React;Machine Learning;MongoDB;Cybersecurity;IOT","AI/ML;Competitive Programming;Data Science","1-3","Project 1: Doubt solving forum - Django, PostgreSQL | Project 2: Resume screening assistant - Spring Boot, MySQL","Looking for mentorship in career direction and project depth.","Web Development"
"2026/04/21 03:26:01 AM GMT+5:30","Suraj Nair","suraj.nair23090@spit.ac.in","surajnair1710@gmail.com","3rd year","B.Tech","Computer Engineering","2027","Psychology","-","Financial Literacy","AOL","Deep learning;Cybersecurity;C;App / Web development;JavaScript;MongoDB;Python","Competitive Programming;DevOps;Web Development","1-3","Project 1: Student engagement dashboard - React, Node.js, MongoDB","Working on communication and leadership along with tech skills.","Career guidance"
"2026/04/11 08:53:37 PM GMT+5:30","Aarav Salvi","aarav.salvi23801@spit.ac.in","aaravsalvi3678@yahoo.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","N/A","NA","Fire safety","IOT;DevOps;Deep learning;React;App / Web development;Java;MongoDB","Blockchain;DevOps;App development","3-8","Project 1: Community event app - React Native, Firebase | Project 2: Smart attendance tracker - Django, PostgreSQL | Project 3: Hostel issue tracker - Spring Boot, MySQL | Project 4: Community event app - React Native, Firebase","Want to contribute to open-source and improve DSA consistency.","Project planning"
"2026/04/20 02:26:21 PM GMT+5:30","Sarthak Nair","sarthak.nair25647@spit.ac.in","sarthaknair9462@proton.me","1st year","B.Tech","Computer Engineering","2029","Ethics","Artificial Intelligence","NA","-","C;Deep learning;DevOps;Machine Learning","DevOps;Web Development;UI/UX design","3-8","Project 1: Doubt solving forum - React Native, Firebase | Project 2: Community event app - Next.js, Express | Project 3: Portfolio website - Spring Boot, MySQL | Project 4: Exam prep planner - Next.js, Express","Focused on building impactful AI projects and research exposure.","NA"
"2026/04/20 02:30:32 PM GMT+5:30","Sana Patil","sana.patil23282@spit.ac.in","sanapatil1369@outlook.com","3rd year","B.Tech","Computer Science and Engineering","2027","Psychology","Data Analytics","UI/UX","N/A","Java;C++;Cybersecurity;SQL;React","DevOps;App development;Data Science","3-8","Project 1: Hostel issue tracker - React, Node.js, MongoDB | Project 2: Student engagement dashboard - Next.js, Express","Interested in internships where I can work on real products.","Interview prep"
"2026/04/08 05:16:41 AM GMT+5:30","Riya Rathod","riya.rathod25011@spit.ac.in","riyarathod2937@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","Ethics","Cyber Security","Financial Literacy","Design Thinking","C++;Python;Deep learning;C;Machine Learning","Blockchain;AI/ML;App development","3-8","Project 1: Campus navigation app - Spring Boot, MySQL | Project 2: Smart attendance tracker - Python, Flask, SQLite | Project 3: Doubt solving forum - Spring Boot, MySQL","Interested in internships where I can work on real products.","DSA"
"2026/04/17 07:38:38 PM GMT+5:30","Tanish Rathod","tanish.rathod25479@spit.ac.in","tanishrathod8133@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Economics","-","N/A","AOL","Deep learning;JavaScript;Java;Python;SQL;MongoDB;IOT;App / Web development;Cybersecurity","CyberSecurity;UI/UX design;Blockchain;Web Development;DevOps","1-3","Project 1: Hostel issue tracker - Spring Boot, MySQL | Project 2: Resume screening assistant - Python, Flask, SQLite","Working on communication and leadership along with tech skills.","System design"
"2026/04/15 01:01:49 AM GMT+5:30","Aditi Rathod","aditi.rathod23619@spit.ac.in","aditirathod8701@yahoo.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","Cyber Security","NA","Fire safety","React;C++;C;IOT;DevOps;App / Web development;Python;SQL;JavaScript","Data Science;App development;Blockchain;AI/ML","1-3","Project 1: Threat detection prototype - Spring Boot, MySQL","Interested in internships where I can work on real products.","System design"
"2026/04/17 11:29:06 AM GMT+5:30","Pranav Kulkarni","pranav.kulkarni23202@spit.ac.in","pranavkulkarni823@proton.me","3rd year","B.Tech","Computer Science and Engineering","2027","Psychology","N/A","Banking Technology","Abhyudaya Mentoring","JavaScript;C;App / Web development","Web Development;Competitive Programming;AI/ML;App development;Data Science","3-8","Project 1: Threat detection prototype - Django, PostgreSQL | Project 2: Smart attendance tracker - Python, Flask, SQLite","NA","Interview prep"
"2026/04/12 02:51:22 PM GMT+5:30","Tanish Kanase","tanish.kanase25506@spit.ac.in","tanishkanase781@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","NA","Cyber Security","UI/UX","NA","C;Java;C++;React;MongoDB;Python;Cybersecurity;IOT;DevOps","UI/UX design;Web Development;Blockchain;Competitive Programming;AI/ML","1-3","Project 1: Campus navigation app - React, Node.js, MongoDB","N/A","Interview prep"
"2026/04/20 08:01:23 PM GMT+5:30","Ishita Kanase","ishita.kanase25883@spit.ac.in","ishitakanase2434@proton.me","1st year","B.Tech","Computer Engineering","2029","Economics","Data Analytics","Financial Literacy","NA","Cybersecurity;DevOps;SQL;Python;C++","CyberSecurity;App development;AI/ML;Blockchain","1-3","Project 1: Community event app - Next.js, Express","Focused on building impactful AI projects and research exposure.","System design"
"2026/04/10 10:33:14 AM GMT+5:30","Mihika Kulkarni","mihika.kulkarni25500@spit.ac.in","mihikakulkarni1722@yahoo.com","1st year","B.Tech","Computer Engineering","2029","Professional Communication","Data Analytics","IOT","Design Thinking","Java;Python;React","Competitive Programming;Data Science;DevOps;Blockchain","1-3","Project 1: Campus navigation app - Python, Flask, SQLite","N/A","NA"
"2026/04/13 10:01:46 PM GMT+5:30","Riya Kale","riya.kale23030@spit.ac.in","riyakale7812@proton.me","3rd year","B.Tech","Computer Engineering","2027","-","NLP / DL","-","Abhyudaya Mentoring","SQL;JavaScript;React","Web Development;DevOps;UI/UX design","8-15","Project 1: Exam prep planner - Python, Flask, SQLite | Project 2: Exam prep planner - React Native, Firebase | Project 3: Doubt solving forum - Django, PostgreSQL | Project 4: Canteen preorder system - Django, PostgreSQL | Project 5: Resume screening assistant - React Native, Firebase","Looking for mentorship in career direction and project depth.","Data analytics"
"2026/04/18 06:59:21 AM GMT+5:30","Vivaan Gupta","vivaan.gupta23273@spit.ac.in","vivaangupta3921@gmail.com","3rd year","B.Tech","Computer Engineering","2027","-","Software Testing","Entrepreneurship","Theatre","JavaScript;SQL;Python;Java;DevOps;React;IOT;Machine Learning","CyberSecurity;Web Development;Competitive Programming;App development;Blockchain","1-3","Project 1: Library recommender - Python, Flask, SQLite | Project 2: Library recommender - Spring Boot, MySQL","Want to contribute to open-source and improve DSA consistency.","N/A"
"2026/04/11 06:41:36 PM GMT+5:30","Rohit Deshpande","rohit.deshpande23343@spit.ac.in","rohitdeshpande351@outlook.com","3rd year","B.Tech","Computer Engineering","2027","NA","Data Analytics","Entrepreneurship","NA","C++;C;Cybersecurity;Deep learning;JavaScript;Python","Blockchain;AI/ML;DevOps;App development;Web Development","1-3","Project 1: Canteen preorder system - Next.js, Express","Working on communication and leadership along with tech skills.","Project planning"
"2026/04/08 02:41:17 AM GMT+5:30","Aarav Salvi","aarav.salvi25309@spit.ac.in","aaravsalvi5477@proton.me","1st year","B.Tech","Computer Engineering","2029","Ethics","Software Testing","Banking Technology","Theatre","React;SQL;C;Python","DevOps;UI/UX design;App development;Competitive Programming;Web Development","1-3","Project 1: Hostel issue tracker - Next.js, Express","Interested in internships where I can work on real products.","NA"
"2026/04/19 04:12:12 PM GMT+5:30","Sana Salvi","sana.salvi25910@spit.ac.in","sanasalvi5436@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Economics","Cloud Computing","UI/UX","Fire safety","MongoDB;Cybersecurity;SQL","UI/UX design;CyberSecurity;Web Development;DevOps;Data Science","1-3","Project 1: Student engagement dashboard - Next.js, Express","Want to contribute to open-source and improve DSA consistency.","Web Development"
